ns_probs,y_test,y_pred,act_probs
0,1,1,0.8627482
0,1,0,0.39468634
0,0,0,0.19948873
0,0,0,0.27193365
0,0,0,0.00041983655
0,0,0,1.9465517e-05
0,0,0,0.0012239307
0,0,0,0.41865438
0,0,0,1.3397354e-05
0,0,0,8.600492e-05
0,1,0,0.34324488
0,1,1,0.9549766
0,1,1,0.9515966
0,0,0,7.9166726e-05
0,0,1,0.6244041
0,0,0,0.26258436
0,1,1,0.9964714
0,1,0,0.36224034
0,1,1,0.90054935
0,1,1,0.8963867
0,0,0,4.6622215e-05
0,0,0,0.2752966
0,1,1,0.99996734
0,0,0,0.0006799028
0,0,0,6.8e-05
0,0,0,0.2866793
0,0,0,0.05882872
0,0,0,0.00010771892
0,0,0,0.00023279645
0,0,0,0.18546052
0,1,1,0.9798226
0,1,1,0.5757226
0,0,1,0.52665585
0,1,1,0.75388116
0,0,0,0.0033206078
0,0,0,2.2053351e-05
0,1,1,0.96043366
0,1,0,0.43371338
0,1,1,0.88383836
0,0,0,0.024903378
0,1,1,0.9980994
0,0,0,7.234873e-05
0,0,0,0.45523202
0,1,1,0.9923711
0,1,1,0.9805449
0,1,1,0.9998951
0,0,0,0.00023958633
0,0,0,0.00021761766
0,0,0,0.0047858963
0,0,0,0.00083245576
0,0,0,0.00040402522
0,1,1,0.7953492
0,1,1,0.8101164
0,0,0,0.00027570437
0,1,1,0.52985317
0,1,1,0.97684485
0,0,0,0.12866022
0,0,0,0.13522856
0,0,0,0.3139544
0,0,0,0.35196978
0,0,0,0.12555353
0,1,1,0.99872357
0,0,0,0.21079952
0,1,1,0.9998739
0,1,0,0.3106838
0,0,0,0.014885058
0,1,1,0.83031714
0,0,0,0.32530892
0,0,0,0.47424936
0,1,0,0.26004633
0,1,1,0.7336714
0,0,0,0.44633514
0,1,1,0.95666784
0,0,0,0.00022282898
0,0,0,0.28037935
0,0,0,0.00035871917
0,1,1,0.8154286
0,1,1,0.958598
0,1,1,0.95806617
0,1,1,0.9674307
0,1,0,0.21430826
0,0,0,0.0001571513
0,1,1,0.72247636
0,0,0,0.00091637264
0,0,0,0.041546486
0,1,1,0.9950787
0,0,0,0.06347285
0,0,0,0.4706759
0,1,1,0.9033559
0,0,0,0.014610321
0,0,0,0.3693257
0,0,0,0.0018804561
0,0,0,0.00058037875
0,1,1,0.8019697
0,0,0,0.0002613373
0,0,0,0.2925036
0,0,0,0.3264758
0,0,0,0.31091833
0,0,0,0.0004389545
0,0,0,0.21375282
0,0,0,0.4607348
0,0,0,0.20147382
0,0,0,0.00047929108
0,1,1,0.9012466
0,0,0,0.20912775
0,1,1,0.9860363
0,1,0,0.41889706
0,0,0,1.667354e-05
0,1,1,0.9812149
0,1,1,0.7629178
0,1,1,0.99956876
0,1,1,0.6862674
0,1,0,0.30813465
0,0,0,0.27783382
0,1,0,0.36572212
0,0,0,0.29849038
0,1,0,0.49146882
0,1,1,0.9811147
0,0,0,0.24408966
0,0,0,0.00011571537
0,0,0,0.092823684
0,0,0,0.36117727
0,1,1,0.9900018
0,1,1,0.9330185
0,1,1,0.9409345
0,1,1,0.97494966
0,0,0,6.9642076e-05
0,0,0,0.000110790315
0,1,1,0.53349775
0,0,0,0.13639285
0,1,0,0.24099955
0,0,0,0.0006305024
0,0,0,0.019219395
0,1,1,0.9727386
0,1,0,0.3814988
0,1,0,0.23077336
0,1,1,0.92887574
0,1,0,0.24661258
0,1,1,0.9856264
0,1,1,0.9474844
0,0,0,0.00018776108
0,0,0,0.00014627805
0,1,1,0.94315815
0,0,0,0.0004976936
0,1,1,0.93660647
0,1,1,0.5974227
0,1,1,0.69211394
0,1,1,0.7495258
0,1,1,0.7274418
0,1,1,0.98082983
0,1,1,0.8151579
0,1,0,0.23448811
0,0,0,8.6415384e-05
0,0,0,0.35077545
0,0,0,0.0002618738
0,0,0,5.6978883e-05
0,0,0,0.00012636874
0,1,1,0.9924722
0,0,0,0.004286671
0,0,0,0.01498636
0,0,0,0.000120779485
0,1,1,0.50928503
0,0,0,0.003674221
0,0,0,0.35500407
0,0,0,8.9128676e-05
0,1,1,0.9692747
0,0,0,2.5704518e-05
0,0,0,0.00018170201
0,0,0,6.5037224e-05
0,1,1,0.99088293
0,0,0,0.26949576
0,0,0,0.00062476017
0,1,1,0.9265486
0,0,0,0.18692675
0,0,0,1.4275045e-05
0,0,0,0.00059627846
0,0,0,0.00898339
0,0,0,0.01328514
0,0,0,0.25621116
0,0,0,0.00039947027
0,1,1,0.6590287
0,1,1,0.9840279
0,1,0,0.33368552
0,1,0,0.15728834
0,0,0,0.11311338
0,0,0,0.017637787
0,1,1,0.68046606
0,0,0,0.00024521467
0,0,0,5.2357864e-05
0,0,0,0.27039504
0,0,0,2.0924786e-05
0,0,0,0.12687539
0,1,0,0.16083878
0,0,0,0.31057334
0,1,1,0.7549645
0,1,1,0.9885346
0,0,0,0.32204917
0,1,1,0.98592955
0,0,0,0.28148815
0,1,0,0.48623776
0,1,1,0.85682493
0,1,0,0.47429812
0,0,0,0.20170148
0,1,1,0.99934083
0,0,0,0.41909218
0,1,1,0.5702977
0,1,1,0.9962877
0,0,0,0.30199468
0,1,0,0.37267828
0,1,1,0.90166104
0,0,0,0.0005908087
0,0,0,1.6404028e-05
0,0,0,0.19704908
0,0,0,0.0014588075
0,1,1,0.9479283
0,0,0,0.4272614
0,0,0,0.05928036
0,1,0,0.32744154
0,1,1,0.98511803
0,1,1,0.9590681
0,0,0,0.4388073
0,0,0,0.014928197
0,0,0,0.007522882
0,1,0,0.37311643
0,1,1,0.9622186
0,1,1,0.6487009
0,0,0,0.0005579944
0,1,1,0.9461217
0,0,0,0.32204896
0,0,0,0.20770305
0,0,0,0.026193028
0,1,1,0.9442671
0,0,0,0.42385152
0,0,0,0.00025315926
0,1,1,0.96574515
0,0,0,0.33633846
0,0,0,0.23856816
0,0,0,0.071917266
0,1,1,0.87211555
0,1,1,0.52726436
0,0,0,0.43643573
0,1,1,0.53575104
0,1,1,0.99668956
0,0,0,0.34761956
0,0,0,0.002482495
0,1,0,0.20148808
0,0,0,0.074971564
0,1,0,0.284496
0,0,0,0.33487093
0,1,0,0.31424344
0,0,0,0.36670825
0,1,1,0.967602
0,1,1,0.9795721
0,1,1,0.98509187
0,1,1,0.66222894
0,1,0,0.4032046
0,0,0,0.00025530564
0,1,1,0.9212573
0,0,0,0.0009662819
0,1,1,0.9864885
0,0,0,0.19388781
0,0,0,1.1504807e-05
0,1,1,0.990765
0,0,0,0.00071315106
0,0,1,0.76633316
0,1,1,0.9611269
0,0,0,0.011009203
0,0,0,0.10582003
0,0,1,0.6133672
0,1,1,0.92016006
0,0,0,0.0019489411
0,0,0,0.45536932
0,0,0,0.0029458096
0,1,1,0.75457335
0,0,0,0.44910887
0,1,1,0.9548579
0,0,0,0.008886101
0,0,0,8.028483e-05
0,1,1,0.7918818
0,0,0,0.27928612
0,1,1,0.95406145
0,1,0,0.15668863
0,1,1,0.9940044
0,1,0,0.34444004
0,0,0,0.00012976304
0,0,0,0.0026581604
0,1,1,0.9337732
0,0,0,6.6423556e-05
0,0,0,0.008370687
0,0,0,0.013674549
0,1,0,0.29735228
0,0,0,0.022439724
0,1,1,0.9593495
0,1,1,0.90625
0,0,0,0.00031175924
0,1,1,0.9005261
0,0,0,2.0368641e-05
0,1,0,0.18053237
0,0,0,0.29371187
0,0,0,0.22559734
0,0,0,0.2630101
0,0,0,0.028427932
0,0,0,0.35623422
0,0,0,0.00015280243
0,1,1,0.95699286
0,1,1,0.98542225
0,0,0,0.0007646657
0,1,1,0.9684331
0,0,0,5.221093e-05
0,0,0,0.35781097
0,1,1,0.84425074
0,0,1,0.68207586
0,1,1,0.96614534
0,0,0,4.837202e-05
0,1,1,0.9836172
0,0,0,0.4157537
0,1,1,0.99720085
0,1,1,0.99899405
0,0,0,8.304747e-05
0,1,1,0.9290068
0,1,1,0.98370355
0,0,0,0.036802657
0,0,0,0.24461877
0,0,0,0.00062602264
0,1,1,0.72476923
0,1,0,0.49139202
0,1,1,0.98363173
0,1,1,0.99625105
0,1,1,0.9736771
0,0,0,0.00034119192
0,0,0,0.35877046
0,0,1,0.7003864
0,0,0,0.34640658
0,1,0,0.30722025
0,0,0,0.25739858
0,1,1,0.95790535
0,1,1,0.9472662
0,0,0,0.31690493
0,0,0,0.008104387
0,0,0,0.21661691
0,0,0,0.3264722
0,0,0,0.00044931372
0,1,1,0.9849937
0,0,0,0.0012303824
0,0,0,0.1946875
0,0,0,8.264164e-05
0,1,1,0.9734544
0,0,0,0.40545887
0,0,0,0.008428593
0,0,0,0.00012078916
0,0,0,0.33089772
0,0,0,0.00012291614
0,1,1,0.99589586
0,0,0,0.0037228013
0,1,0,0.30180204
0,1,0,0.37996316
0,0,0,0.0004152475
0,0,0,0.00010131932
0,1,1,0.9097992
0,0,0,0.0013296132
0,0,1,0.573334
0,1,0,0.39057657
0,0,0,0.00037933176
0,0,0,0.115225196
0,0,0,0.3229572
0,0,0,0.0046206475
0,0,0,0.3249548
0,1,1,0.9323771
0,0,0,0.21452062
0,1,0,0.49821937
0,0,0,0.18300785
0,0,0,0.3788301
0,0,0,0.07748862
0,0,0,4.8336424e-05
0,1,1,0.782891
0,0,0,0.00030568682
0,1,1,0.9669284
0,1,1,0.98087424
0,0,0,0.00016273004
0,0,0,0.0006610835
0,0,0,0.0024555707
0,0,0,0.00010382827
0,0,0,0.25292945
0,0,0,0.0013951854
0,1,1,0.87242943
0,1,1,0.9286972
0,1,1,0.97489935
0,0,0,0.013812476
0,0,0,0.017976645
0,0,0,0.0002897821
0,1,1,0.99888355
0,1,1,0.95461994
0,0,0,0.00013346161
0,1,1,0.6751184
0,0,0,0.0018342676
0,0,0,0.00021542747
0,0,0,8.393015e-05
0,0,0,0.4630642
0,0,0,0.00012111429
0,0,0,0.0013086356
0,1,0,0.28584838
0,1,1,0.9575057
0,1,1,0.95857
0,0,0,0.00024433158
0,1,1,0.9448796
0,1,1,0.75948036
0,0,0,0.0028854567
0,0,0,0.019317389
0,1,1,0.923361
0,0,0,0.00081495004
0,1,0,0.42085195
0,1,1,0.9558823
0,1,0,0.38440004
0,1,1,0.84712476
0,0,0,0.03701498
0,1,0,0.17040713
0,1,1,0.99976104
0,1,1,0.93018043
0,0,0,0.00378212
0,1,1,0.9967449
0,0,0,0.3394838
0,0,0,0.24972948
0,0,0,0.37227157
0,0,1,0.61391866
0,0,0,0.0014824232
0,0,0,0.18716794
0,1,1,0.9545093
0,1,1,0.9629051
0,1,1,0.76422447
0,1,1,0.7102317
0,0,0,0.0001248481
0,1,1,0.78092295
0,0,0,0.00018250315
0,0,0,0.00019240317
0,0,0,0.0010090302
0,1,1,0.95630044
0,1,1,0.9895728
0,0,0,0.0013107331
0,1,1,0.9738898
0,1,1,0.64985543
0,0,0,3.60591e-05
0,0,0,0.0005914149
0,0,0,0.38997075
0,0,0,0.30873284
0,0,0,0.43828064
0,0,0,0.0003787202
0,0,0,0.009417945
0,0,0,0.29759294
0,0,0,0.0033792404
0,1,1,0.99555475
0,0,0,9.443299e-05
0,1,1,0.86592
0,0,0,7.56085e-05
0,1,1,0.94959605
0,0,0,0.0024721222
0,0,0,0.29385802
0,0,0,0.024288598
0,1,0,0.37325874
0,0,0,0.49374342
0,1,1,0.99512047
0,1,1,0.9780101
0,1,1,0.9534452
0,1,1,0.7871822
0,0,0,0.31104356
0,0,0,0.00023929229
0,0,0,0.41832176
0,1,1,0.93094224
0,1,1,0.9562146
0,0,1,0.5351993
0,0,0,0.00015374481
0,0,0,0.095839135
0,1,1,0.96194494
0,0,0,0.00010745577
0,1,1,0.9914004
0,0,0,0.27257836
0,1,1,0.9570387
0,0,0,0.00026315224
0,1,1,0.97464687
0,0,0,0.025127163
0,0,0,0.22991519
0,0,0,0.00016246554
0,1,0,0.37002945
0,1,0,0.45533562
0,1,0,0.2501036
0,0,0,0.000110601475
0,0,0,4.370456e-05
0,0,0,0.000109108434
0,0,0,0.00091892836
0,1,1,0.9569148
0,0,0,0.0013247512
0,1,0,0.26148996
0,1,1,0.61992204
0,1,1,0.9998186
0,1,1,0.98463666
0,1,1,0.68949085
0,0,0,0.08886644
0,0,0,0.00012258957
0,0,0,7.011191e-05
0,0,0,0.1596425
0,1,1,0.95980483
0,0,0,0.00026628713
0,1,1,0.9670807
0,1,1,0.9741461
0,1,1,0.89819
0,0,0,0.0033628214
0,0,0,0.42316252
0,0,0,0.005411438
0,0,0,0.24678335
0,1,1,0.8004096
0,1,1,0.9875073
0,0,0,0.01827357
0,0,0,0.18658425
0,1,1,0.7449824
0,0,0,0.0015763636
0,0,0,0.39527667
0,0,0,0.00015602326
0,1,1,0.9795465
0,0,0,0.00061221723
0,0,0,0.42258343
0,0,0,0.48882827
0,1,1,0.9891332
0,0,0,0.48951802
0,1,1,0.6411414
0,1,1,0.9748
0,0,0,0.38607925
0,1,1,0.9874349
0,1,1,0.77396876
0,0,0,0.00020108219
0,1,0,0.3340136
0,1,1,0.5276111
0,1,0,0.29133248
0,1,1,0.929318
0,1,1,0.6398845
0,0,0,0.42107671
0,1,0,0.42323512
0,1,1,0.9998067
0,1,1,0.9879973
0,0,0,0.19699328
0,0,0,4.1324558e-05
0,0,0,0.16186327
0,0,1,0.54381835
0,0,0,0.2942356
0,0,0,0.23298587
0,1,1,0.9579377
0,0,0,0.1977098
0,1,1,0.77435136
0,0,0,0.043641616
0,1,1,0.99989855
0,0,0,0.23429818
0,1,1,0.9999974
0,1,1,0.9728042
0,0,0,4.3012737e-05
0,0,0,4.9078662e-05
0,0,0,0.0007789952
0,1,1,0.83031714
0,0,0,0.4486495
0,0,0,0.00091463636
0,0,0,0.0001494785
0,0,0,0.0016610468
0,1,1,0.9901862
0,1,1,0.9205956
0,1,1,0.98908335
0,1,1,0.96500844
0,0,0,0.324508
0,0,0,0.00020730315
0,0,0,0.00011573743
0,1,1,0.9999683
0,1,1,0.50427526
0,0,0,0.011696222
0,0,0,0.15590008
0,0,0,0.35591415
0,1,1,0.985106
0,1,0,0.31465754
0,1,1,0.973066
0,1,1,0.62268966
0,0,0,0.35249683
0,0,0,0.00045048646
0,1,1,0.99634415
0,0,0,0.0003747826
0,1,1,0.9521541
0,0,0,6.776508e-05
0,0,0,0.00045284652
0,0,0,0.0401864
0,0,0,8.544504e-05
0,1,0,0.29173928
0,0,0,0.004414613
0,0,0,0.38088962
0,0,0,0.47249168
0,0,0,0.20479368
0,0,0,0.39920142
0,0,0,0.20864348
0,1,0,0.4759292
0,0,0,0.00024954093
0,0,0,0.00016643092
0,0,0,0.25128138
0,1,0,0.29538104
0,0,0,0.00095899554
0,0,0,0.30649075
0,0,0,0.29163733
0,1,1,0.92372227
0,1,0,0.29114994
0,1,1,0.9509768
0,1,1,0.5450504
0,1,0,0.31239703
0,0,0,6.844838e-05
0,0,0,6.0312897e-05
0,0,0,0.00024755343
0,0,0,0.46954525
0,1,1,0.97371316
0,1,1,0.9148941
0,0,0,0.18100667
0,0,0,0.24322838
0,1,0,0.40855765
0,1,1,0.9846635
0,0,1,0.5065428
0,1,1,0.9495681
0,0,0,1.289309e-05
0,0,1,0.54652643
0,0,0,0.013846111
0,0,0,0.15314175
0,0,0,0.00026820626
0,0,0,0.0001529587
0,0,0,0.00034665474
0,0,0,0.0014466956
0,0,0,0.00014375386
0,1,1,0.7770136
0,1,1,0.73841316
0,1,1,0.88961613
0,1,1,0.96429306
0,0,0,0.0054592616
0,0,0,0.11434383
0,0,0,0.20359561
0,1,1,0.97853833
0,1,1,0.9905482
0,0,0,0.2770761
0,1,1,0.5951281
0,0,0,0.3418098
0,0,0,0.01387649
0,1,1,0.99998426
0,0,0,0.00016276573
0,1,1,0.98854464
0,0,0,0.26816672
0,0,0,0.00073130155
0,1,1,0.962687
0,0,0,0.00026981157
0,0,0,0.0009363345
0,0,0,0.00011857171
0,1,1,0.94861656
0,0,0,0.00012050385
0,1,1,0.8544496
0,1,1,0.9902597
0,0,0,0.33747604
0,0,0,0.10645665
0,0,0,0.0002152628
0,1,1,0.9837516
0,0,0,0.095152035
0,1,1,0.7082861
0,1,1,0.9095177
0,0,0,1.9544776e-05
0,0,1,0.53450197
0,1,1,0.97449535
0,0,0,0.0018262602
0,0,0,0.0016352324
0,1,1,0.9937284
0,1,1,0.96371025
0,1,1,0.91769284
0,0,0,0.44333422
0,0,0,0.33554703
0,0,0,0.34615666
0,1,1,0.928974
0,1,0,0.2884376
0,0,0,0.46264392
0,1,0,0.26344576
0,0,0,0.00037594285
0,1,1,0.9082964
0,1,1,0.8898691
0,0,0,0.00036337352
0,0,0,0.06644707
0,1,1,0.9808288
0,0,0,0.0018045136
0,1,1,0.9018508
0,0,0,0.00063745
0,0,0,0.4513695
0,1,1,0.6439328
0,0,0,0.13279662
0,1,0,0.14037555
0,0,0,4.809072e-05
0,1,1,0.8461453
0,1,1,0.91321635
0,0,0,0.00017876222
0,0,0,0.24503261
0,1,1,0.9076084
0,0,0,9.153833e-05
0,1,0,0.3409601
0,0,0,0.17184842
0,0,0,0.40602303
0,0,0,0.00037138152
0,1,1,0.937476
0,1,1,0.6961918
0,0,0,0.3888932
0,0,0,4.66035e-05
0,1,1,0.98303163
0,0,0,0.3550005
0,0,0,0.043486807
0,0,0,0.33852512
0,1,1,0.9161897
0,0,0,0.10810603
0,1,1,0.9662335
0,0,0,0.42700678
0,1,1,0.9934208
0,1,0,0.33267546
0,0,0,0.37944636
0,1,1,0.93123376
0,0,0,0.00087780564
0,0,1,0.5280636
0,0,1,0.5657348
0,0,0,0.21944794
0,0,0,0.026323168
0,1,1,0.9615049
0,1,1,0.9885211
0,1,1,0.9060441
0,0,0,0.0027562708
0,1,0,0.30598715
0,1,0,0.27663893
0,1,0,0.29938042
0,0,0,0.024875132
0,1,0,0.22661918
0,0,0,0.23083673
0,0,0,0.25483564
0,0,0,2.4024746e-05
0,0,0,0.000308581
0,0,0,0.15364605
0,1,1,0.977218
0,0,0,0.22958289
0,1,1,0.9977034
0,0,0,0.0014226901
0,1,1,0.9561159
0,0,0,0.22391963
0,1,0,0.37452427
0,1,1,0.9404341
0,1,1,0.5785156
0,1,1,0.94614416
0,1,1,0.9854372
0,1,1,0.70119447
0,0,0,0.30396083
0,1,1,0.9997224
0,1,1,0.98931503
0,1,1,0.9887304
0,0,1,0.6115324
0,1,0,0.29889107
0,0,0,0.29513025
0,0,0,0.044167306
0,0,0,0.053804096
0,1,1,0.960316
0,0,0,0.00013548577
0,1,1,0.9944807
0,0,0,0.00047298337
0,0,0,0.26032647
0,1,1,0.98575056
0,0,0,4.52425e-05
0,0,0,0.25353923
0,1,1,0.99917716
0,0,0,0.32869288
0,1,1,0.5590495
0,1,1,0.9657955
0,1,0,0.42445073
0,1,0,0.3159932
0,0,0,0.4739606
0,0,1,0.6288533
0,0,0,0.026671086
0,1,1,0.981662
0,0,0,0.17305364
0,0,0,0.00023094362
0,0,0,0.11519262
0,0,0,0.00019731197
0,1,1,0.8413764
0,1,1,0.686334
0,0,0,0.00020404764
0,0,0,0.31313947
0,1,1,0.93927914
0,1,1,0.9998011
0,0,0,0.0013210217
0,1,0,0.3352371
0,0,0,0.034779266
0,1,1,0.90897083
0,0,0,0.0001670279
0,0,0,0.46558413
0,1,1,0.9637604
0,0,0,0.0003880872
0,0,0,0.3809247
0,1,1,0.912378
0,1,0,0.28173444
0,0,0,0.0011023276
0,1,1,0.9745316
0,0,0,0.00043190952
0,1,1,0.97367305
0,0,0,0.008124286
0,1,1,0.9998716
0,0,0,0.0006694991
0,0,0,0.2757142
0,1,1,0.96360797
0,0,0,0.32415783
0,0,0,0.05008669
0,0,0,0.00013976915
0,0,0,0.34268495
0,0,0,0.23400663
0,1,1,0.68816096
0,0,0,0.49485758
0,0,0,0.0003995849
0,0,0,0.47039297
0,1,1,0.86748016
0,0,0,0.35952923
0,1,1,0.529414
0,0,0,0.09406403
0,1,1,0.8858816
0,1,1,0.9579448
0,0,0,0.00045280723
0,0,0,0.00011934771
0,0,0,0.05086651
